raw_affiliation,status,institution_id,institution_name,institution_type,country_code,lineage,score,matched_via,candidate
"Shenzhen International Graduate School
Tsinghua University, Peng Cheng Laboratory",auto,https://openalex.org/I4210136793,Peng Cheng Laboratory,facility,CN,https://openalex.org/I4210136793,1.000,Peng Cheng Laboratory,Peng Cheng Laboratory
"Shenzhen International Graduate School Tsinghua University,Shenzhenn,China",auto,https://openalex.org/I180726961,Shenzhen University,education,CN,https://openalex.org/I180726961,0.887,"Shenzhen International Graduate School Tsinghua University, Shenzhenn","Shenzhen International Graduate School Tsinghua University, Shenzhenn"
"Shenzhen International Graduate School, Tsinghua University",auto,https://openalex.org/I99065089,Tsinghua University,education,CN,https://openalex.org/I99065089,1.000,Tsinghua University,Tsinghua University
"Shenzhen International Graduate School, Tsinghua University, Shenzhen, China",auto,https://openalex.org/I99065089,Tsinghua University,education,CN,https://openalex.org/I99065089,1.000,Tsinghua University,Tsinghua University
"Shenzhen International Graduate School, Tsinghua University,Center for Artificial Intelligence and Robotics,Shenzhen,China,518055",auto,https://openalex.org/I99065089,Tsinghua University,education,CN,https://openalex.org/I99065089,1.000,Tsinghua University,Tsinghua University
"Shenzhen International Graduate School, Tsinghua University,China",auto,https://openalex.org/I99065089,Tsinghua University,education,CN,https://openalex.org/I99065089,1.000,Tsinghua University,Tsinghua University
"Shenzhen International Graduate School, Tsinghua University,Division of Advanced Manufacturing",auto,https://openalex.org/I99065089,Tsinghua University,education,CN,https://openalex.org/I99065089,1.000,Tsinghua University,Tsinghua University
"Shenzhen International Graduate School, Tsinghua University,Shenzhen Key Laboratory of Ubiquitous Data Enabling,China",auto,https://openalex.org/I99065089,Tsinghua University,education,CN,https://openalex.org/I99065089,1.000,Tsinghua University,Tsinghua University
"Shenzhen International Graduate School, Tsinghua University,Shenzhen Ubiquitous Data Enabling Key Lab,Shenzhen,China,518055",auto,https://openalex.org/I99065089,Tsinghua University,education,CN,https://openalex.org/I99065089,1.000,Tsinghua University,Tsinghua University
"Shenzhen International Graduate School, Tsinghua University,Shenzhen,China",auto,https://openalex.org/I99065089,Tsinghua University,education,CN,https://openalex.org/I99065089,1.000,Tsinghua University,Tsinghua University
"Shenzhen International Graduate School, Tsinghua University,Shenzhen,China,518055",auto,https://openalex.org/I99065089,Tsinghua University,education,CN,https://openalex.org/I99065089,1.000,Tsinghua University,Tsinghua University
"Shenzhen International Graduate School,Tsinghua University",auto,https://openalex.org/I99065089,Tsinghua University,education,CN,https://openalex.org/I99065089,1.000,Tsinghua University,Tsinghua University
"Shenzhen International Quantum Academy,China",unmatched,,,,,https://openalex.org/I4210150858,0.823,Shenzhen International Quantum Academy,Shenzhen International Quantum Academy
"Shenzhen JPT Opto-Electronics Company Ltd., Shenzhen, China",manual,,,company,CN,https://openalex.org/I4210104539,0.843,Shenzhen,Shenzhen
"Shenzhen Jelicomm Co., Ltd.,Shenzhen,China",manual,,,company,CN,https://openalex.org/I4210104539,0.843,Shenzhen,Shenzhen
"Shenzhen Key Lab of Computer Vision and Pattern Recognition, Shenzhen Institutes of Advanced Technology,Chinese Academy of Sciences",auto,https://openalex.org/I4210145761,Shenzhen Institutes of Advanced Technology,facility,CN,https://openalex.org/I19820366|https://openalex.org/I4210145761,1.000,Shenzhen Institutes of Advanced Technology,Shenzhen Institutes of Advanced Technology
"Shenzhen Key Laboratory of EM Information, Southern University of Science and Technology,China",auto,https://openalex.org/I3045169105,Southern University of Science and Technology,education,CN,https://openalex.org/I3045169105,1.000,Southern University of Science and Technology,Southern University of Science and Technology
"Shenzhen Key Laboratory of EM Information,China",unmatched,,,,,,0.657,Shenzhen Key Laboratory of EM Information,Shenzhen Key Laboratory of EM Information
"Shenzhen Key Laboratory of Laser Engineering, Guangdong Provincial Key Laboratory of Micro/Nano Optomechatronics Engineering, College of Physics and Optoelectronic Engineering, Shenzhen University, Shenzhen, China",auto,https://openalex.org/I180726961,Shenzhen University,education,CN,https://openalex.org/I180726961,1.000,Shenzhen University,Shenzhen University
"Shenzhen Key Laboratory of Laser Engineering, Guangdong Provincial Key Laboratory of Micro/Nano Optomechatronics Engineering, College of Physics and Optoelectronic Engineering, State Key Laboratory of Radio Frequency Heterogeneous Integration, Shenzhen University, Shenzhen, China",auto,https://openalex.org/I180726961,Shenzhen University,education,CN,https://openalex.org/I180726961,0.977,"Shenzhen University, Shenzhen","Shenzhen University, Shenzhen"
"Shenzhen Key Laboratory of Laser Engineering, Guangdong Provincial Key Laboratory of Micro/Nano Optomechatronics Engineering, Key Laboratory of Optoelectronic Devices and Systems of Ministry of Education and Guangdong Province, State Key Laboratory of Radio Frequency Heterogeneous Integration, College of Physics and Optoelectronic Engineering, Shenzhen University, Shenzhen, China",auto,https://openalex.org/I180726961,Shenzhen University,education,CN,https://openalex.org/I180726961,0.977,"Shenzhen University, Shenzhen","Shenzhen University, Shenzhen"
"Shenzhen Key Laboratory of Laser Engineering, Key Laboratory of Advanced Optical Precision Manufacturing Technology of Guangdong Higher Education Institutes, Guangdong Provincial Key Laboratory of Micro/Nano Optomechatronics Engineering, College of Physics and Optoelectronic Engineering, Shenzhen University, Shenzhen, China",auto,https://openalex.org/I180726961,Shenzhen University,education,CN,https://openalex.org/I180726961,0.977,"Shenzhen University, Shenzhen","Shenzhen University, Shenzhen"
"Shenzhen Key Laboratory of Laser Engineering, Shenzhen Key Laboratory of Photonics and Biophotonics, Guangdong Provincial Key Laboratory of Micro/Nano Optomechatronics Engineering, College of Physics and Optoelectronic Engineering, Shenzhen University, Shenzhen, China",auto,https://openalex.org/I180726961,Shenzhen University,education,CN,https://openalex.org/I180726961,0.977,"Shenzhen University, Shenzhen","Shenzhen University, Shenzhen"
"Shenzhen Key Laboratory of Micro-Scale Optical Information Technology, Department of Nanophotonics Research Center, Institute of Microscale Optoelectronics & State Key Laboratory of Radio Frequency Heterogeneous Integration, Shenzhen University, Shenzhen, China",auto,https://openalex.org/I180726961,Shenzhen University,education,CN,https://openalex.org/I180726961,1.000,Shenzhen University,Shenzhen University
"Shenzhen Key Laboratory of Photonic Devices and Sensing Systems for Internet of Guangdong and Hong Kong Joint Research Centre for Optical Fibre Sensors, State Key Laboratory of Radio Frequency Heterogeneous Integration, Shenzhen University, Shenzhen, China",auto,https://openalex.org/I180726961,Shenzhen University,education,CN,https://openalex.org/I180726961,1.000,Shenzhen University,Shenzhen University
"Shenzhen Key Laboratory of Photonic Devices and Sensing Systems for Internet of Things, College of Physics and Optoelectronic Engineering, Shenzhen University, Shenzhen, China",auto,https://openalex.org/I180726961,Shenzhen University,education,CN,https://openalex.org/I180726961,1.000,Shenzhen University,Shenzhen University
"Shenzhen Key Laboratory of Photonic Devices and Sensing Systems for Internet of Things, Guangdong and Hong Kong Joint Research Centre for Optical Fibre Sensors, State Key Laboratory of Radio Frequency Heterogeneous Integration, Shenzhen University, Shenzhen, China",auto,https://openalex.org/I180726961,Shenzhen University,education,CN,https://openalex.org/I180726961,1.000,Shenzhen University,Shenzhen University
Shenzhen Key Laboratory of Smart Healthcare Engineering,unmatched,,,,,,0.681,Shenzhen Key Laboratory of Smart Healthcare Engineering,Shenzhen Key Laboratory of Smart Healthcare Engineering
"Shenzhen Key Laboratory of Ultrafast Laser Micro/Nano Manufacturing, Key Laboratory of Optoelectronic Devices and Systems of Ministry of Education and Guangdong Province, College of Physics and Optoelectronic Engineering, Shenzhen University, Shenzhen, China",auto,https://openalex.org/I180726961,Shenzhen University,education,CN,https://openalex.org/I180726961,1.000,Shenzhen University,Shenzhen University
"Shenzhen Key Laboratory of Ultrafast Laser Micro/Nano Manufacturing, Key Laboratory of Optoelectronic Devices and Systems of Ministry of Education/Guangdong Province, College of Physics and Optoelectronic Engineering, Shenzhen University, Shenzhen, China",auto,https://openalex.org/I180726961,Shenzhen University,education,CN,https://openalex.org/I180726961,1.000,Shenzhen University,Shenzhen University
Shenzhen MSU-BIT Univ.,auto,https://openalex.org/I4388482657,Shenzhen MSU-BIT University,education,,https://openalex.org/I4388482657,0.935,Shenzhen MSU-BIT Univ,Shenzhen MSU-BIT Univ
Shenzhen MSU-BIT University,auto,https://openalex.org/I4388482657,Shenzhen MSU-BIT University,education,,https://openalex.org/I4388482657,1.000,Shenzhen MSU-BIT University,Shenzhen MSU-BIT University
"Shenzhen MSU-BIT University,Artificial Intelligence Research Institute,Shenzhen,China",auto,https://openalex.org/I4210131846,Artificial Intelligence Research Institute,facility,ES,https://openalex.org/I134820265|https://openalex.org/I4210131846,1.000,Artificial Intelligence Research Institute,Artificial Intelligence Research Institute
"Shenzhen MSU-BIT University,China",auto,https://openalex.org/I4388482657,Shenzhen MSU-BIT University,education,,https://openalex.org/I4388482657,1.000,Shenzhen MSU-BIT University,Shenzhen MSU-BIT University
"Shenzhen MSU-BIT University,Department of Engineering,Shenzhen,China",auto,https://openalex.org/I4388482657,Shenzhen MSU-BIT University,education,,https://openalex.org/I4388482657,1.000,Shenzhen MSU-BIT University,Shenzhen MSU-BIT University
"Shenzhen MSU-BIT University,Department of Engineering,Shenzhen,China,518172",auto,https://openalex.org/I4388482657,Shenzhen MSU-BIT University,education,,https://openalex.org/I4388482657,1.000,Shenzhen MSU-BIT University,Shenzhen MSU-BIT University
"Shenzhen MSU-BIT University,Faculty of Engineering,Shenzhen,China",auto,https://openalex.org/I4388482657,Shenzhen MSU-BIT University,education,,https://openalex.org/I4388482657,1.000,Shenzhen MSU-BIT University,Shenzhen MSU-BIT University
"Shenzhen MSU-BIT University,Guangdong Laboratory of Machine Perception and Intelligent Computing,China",auto,https://openalex.org/I4388482657,Shenzhen MSU-BIT University,education,,https://openalex.org/I4388482657,1.000,Shenzhen MSU-BIT University,Shenzhen MSU-BIT University
"Shenzhen MSU-BIT University,Guangdong Laboratory of Machine Perception and Intelligent Computing,Department of Engineering",auto,https://openalex.org/I4388482657,Shenzhen MSU-BIT University,education,,https://openalex.org/I4388482657,1.000,Shenzhen MSU-BIT University,Shenzhen MSU-BIT University
"Shenzhen MSU-BIT University,Guangdong-Hong Kong-Macao Joint Laboratory for Emotional Intelligence and Pervasive Computing",auto,https://openalex.org/I4388482657,Shenzhen MSU-BIT University,education,,https://openalex.org/I4388482657,1.000,Shenzhen MSU-BIT University,Shenzhen MSU-BIT University
Shenzhen Maternity and Child Healthcare Hospital,auto,https://openalex.org/I4210104539,Shenzhen Maternity and Child Healthcare Hospital,healthcare,CN,https://openalex.org/I4210104539,1.000,Shenzhen Maternity and Child Healthcare Hospital,Shenzhen Maternity and Child Healthcare Hospital
Shenzhen Meteorological Bureau,auto,https://openalex.org/I4210121830,Meteorological Bureau of Shenzhen Municipality,government,CN,https://openalex.org/I4210121830,0.963,Shenzhen Meteorological Bureau,Shenzhen Meteorological Bureau
"Shenzhen MileBot Robotics Co., Ltd,China",manual,,,company,CN,https://openalex.org/I4210104064,0.734,Shenzhen MileBot Robotics,Shenzhen MileBot Robotics
"Shenzhen People's Hospital,Osteoarthropathy Surgery Department,Shenzhen,China,518020",auto,https://openalex.org/I4210105608,ShenZhen People’s Hospital,healthcare,CN,https://openalex.org/I4210105608,0.997,Shenzhen People's Hospital,Shenzhen People's Hospital
Shenzhen People’s Hospital,auto,https://openalex.org/I4210105608,ShenZhen People’s Hospital,healthcare,CN,https://openalex.org/I4210105608,1.000,Shenzhen People’s Hospital,Shenzhen People’s Hospital
"Shenzhen People’s Hospital,Department of Neurology,Shenzhen,China",auto,https://openalex.org/I4210105608,ShenZhen People’s Hospital,healthcare,CN,https://openalex.org/I4210105608,1.000,Shenzhen People’s Hospital,Shenzhen People’s Hospital
"Shenzhen People’s Hospital,Department of Shenzhen Institute of Respiratory Diseases,China",auto,https://openalex.org/I4210105608,ShenZhen People’s Hospital,healthcare,CN,https://openalex.org/I4210105608,1.000,Shenzhen People’s Hospital,Shenzhen People’s Hospital
"Shenzhen People’s Hospital,Shenzhen,China",auto,https://openalex.org/I4210105608,ShenZhen People’s Hospital,healthcare,CN,https://openalex.org/I4210105608,1.000,Shenzhen People’s Hospital,Shenzhen People’s Hospital
Shenzhen Polytechnic University,auto,https://openalex.org/I182722699,Shenzhen Polytechnic University,education,CN,https://openalex.org/I182722699,1.000,Shenzhen Polytechnic University,Shenzhen Polytechnic University
"Shenzhen Polytechnic University,China",auto,https://openalex.org/I182722699,Shenzhen Polytechnic University,education,CN,https://openalex.org/I182722699,1.000,Shenzhen Polytechnic University,Shenzhen Polytechnic University
"Shenzhen Polytechnic University,Institute of Intelligence Science and Engineering,Shenzhen,China",auto,https://openalex.org/I182722699,Shenzhen Polytechnic University,education,CN,https://openalex.org/I182722699,1.000,Shenzhen Polytechnic University,Shenzhen Polytechnic University
"Shenzhen Polytechnic University,Shenzhen,China",auto,https://openalex.org/I182722699,Shenzhen Polytechnic University,education,CN,https://openalex.org/I182722699,1.000,Shenzhen Polytechnic University,Shenzhen Polytechnic University
"Shenzhen Polytechnic,Institute of Applied Artificial Intelligence of the Guangdong-Hong Kong-Macao Greater Bay Area,Shenzhen,China,518055",auto,https://openalex.org/I182722699,Shenzhen Polytechnic University,education,CN,https://openalex.org/I182722699,1.000,Shenzhen Polytechnic,Shenzhen Polytechnic
Shenzhen Research Institute of Big Data,auto,https://openalex.org/I4210099586,Shenzhen Research Institute of Big Data,education,CN,https://openalex.org/I4210099586,1.000,Shenzhen Research Institute of Big Data,Shenzhen Research Institute of Big Data
"Shenzhen Research Institute of Big Data, Chinese University of Hong Kong,Shenzhen",auto,https://openalex.org/I4210116924,"Chinese University of Hong Kong, Shenzhen",education,CN,https://openalex.org/I177725633|https://openalex.org/I180726961|https://openalex.org/I4210116924,1.000,"Chinese University of Hong Kong, Shenzhen","Chinese University of Hong Kong, Shenzhen"
"Shenzhen Research Institute of Big Data, The Chinese University of Hong Kong,School of Data Science,Shenzhen (CUHK-Shenzhen),China",auto,https://openalex.org/I4210099586,Shenzhen Research Institute of Big Data,education,CN,https://openalex.org/I4210099586,1.000,Shenzhen Research Institute of Big Data,Shenzhen Research Institute of Big Data
"Shenzhen Research Institute of Big Data, the Chinese Univ. of Hong Kong (Shenzhen)",auto,https://openalex.org/I4210099586,Shenzhen Research Institute of Big Data,education,CN,https://openalex.org/I4210099586,1.000,Shenzhen Research Institute of Big Data,Shenzhen Research Institute of Big Data
"Shenzhen Research Institute of Big Data,China",auto,https://openalex.org/I4210099586,Shenzhen Research Institute of Big Data,education,CN,https://openalex.org/I4210099586,1.000,Shenzhen Research Institute of Big Data,Shenzhen Research Institute of Big Data
"Shenzhen Research Institute of Big Data,Shenzhen,China",auto,https://openalex.org/I4210099586,Shenzhen Research Institute of Big Data,education,CN,https://openalex.org/I4210099586,1.000,Shenzhen Research Institute of Big Data,Shenzhen Research Institute of Big Data
"Shenzhen Research Institute of Big Data,Shenzhen,China,518172",auto,https://openalex.org/I4210099586,Shenzhen Research Institute of Big Data,education,CN,https://openalex.org/I4210099586,1.000,Shenzhen Research Institute of Big Data,Shenzhen Research Institute of Big Data
"Shenzhen Research Institute of Nankai University,Institute of Intelligence Technology and Robotic Systems,Shenzhen,China",auto,https://openalex.org/I4210150358,Institut Systèmes Intelligents et de Robotique,facility,FR,https://openalex.org/I1294671590|https://openalex.org/I1294671590|https://openalex.org/I154526488|https://openalex.org/I39804081|https://openalex.org/I4210150358|https://openalex.org/I4210159245,0.887,Institute of Intelligence Technology and Robotic Systems,Institute of Intelligence Technology and Robotic Systems
Shenzhen Research Institute of Northwestern Polytechnical University,manual,https://openalex.org/I17145004,Northwestern Polytechnical University,education,CN,https://openalex.org/I182722699,0.835,Shenzhen Research Institute of Northwestern Polytechnical University,Shenzhen Research Institute of Northwestern Polytechnical University
"Shenzhen Research Institute of Shandong University,Shenzhen,China,518057",auto,https://openalex.org/I4210105229,"City University of Hong Kong, Shenzhen Research Institute",education,CN,https://openalex.org/I4210105229,0.850,"Shenzhen Research Institute of Shandong University, Shenzhen","Shenzhen Research Institute of Shandong University, Shenzhen"
"Shenzhen Research Institute of Shanghai Jiao Tong University,Shenzhen,China,518000",manual,https://openalex.org/I183067930,Shanghai Jiao Tong University,education,CN,https://openalex.org/I4210105229,0.845,"Shenzhen Research Institute of Shanghai Jiao Tong University, Shenzhen","Shenzhen Research Institute of Shanghai Jiao Tong University, Shenzhen"
"Shenzhen Research Institute, China University of Mining and Technology,Shenzhen,China",auto,https://openalex.org/I25757504,China University of Mining and Technology,education,CN,https://openalex.org/I25757504,1.000,China University of Mining and Technology,China University of Mining and Technology
"Shenzhen Research Institute, The Hong Kong Polytechnic University",auto,https://openalex.org/I14243506,Hong Kong Polytechnic University,education,HK,https://openalex.org/I14243506,0.979,The Hong Kong Polytechnic University,The Hong Kong Polytechnic University
"Shenzhen SDG Information Company Ltd., Shenzhen, China",manual,,,company,CN,https://openalex.org/I4210104539,0.843,Shenzhen,Shenzhen
"Shenzhen SDG Information Company, Ltd., Shenzhen, China",manual,,,company,CN,https://openalex.org/I4210104539,0.843,Shenzhen,Shenzhen
"Shenzhen ShenNong Information Technology Co., Ltd.,China",manual,,,company,CN,https://openalex.org/I158809036,0.743,Shenzhen ShenNong Information Technology,Shenzhen ShenNong Information Technology
"Shenzhen Shenzhi Weilai Co., Ltd,Shenzhen,China,518000",manual,,,company,CN,https://openalex.org/I4210104539,0.843,Shenzhen,Shenzhen
"Shenzhen Smart City Communications Co., Ltd.,China",unmatched,,,,,,0.672,Shenzhen Smart City Communications,Shenzhen Smart City Communications
"Shenzhen Smart City Technology Development Group Co., Ltd.,China",manual,,,company,CN,https://openalex.org/I4210109980|https://openalex.org/I4210147811,0.738,Shenzhen Smart City Technology Development Group,Shenzhen Smart City Technology Development Group
Shenzhen Stock Exchange,auto,https://openalex.org/I2801045807,Shenzhen Stock Exchange,other,CN,https://openalex.org/I2801045807,1.000,Shenzhen Stock Exchange,Shenzhen Stock Exchange
"Shenzhen Sublime Photonics Company Ltd., Shenzhen, China",manual,,,company,CN,https://openalex.org/I4210104539,0.843,Shenzhen,Shenzhen
Shenzhen Technology University,auto,https://openalex.org/I4210152380,Shenzhen Technology University,education,CN,https://openalex.org/I4210152380,1.000,Shenzhen Technology University,Shenzhen Technology University
"Shenzhen Technology University, Shenzhen, China",auto,https://openalex.org/I4210152380,Shenzhen Technology University,education,CN,https://openalex.org/I4210152380,1.000,Shenzhen Technology University,Shenzhen Technology University
"Shenzhen Technology University,College of Big Data and Internet",auto,https://openalex.org/I4210152380,Shenzhen Technology University,education,CN,https://openalex.org/I4210152380,1.000,Shenzhen Technology University,Shenzhen Technology University
"Shenzhen Technology University,College of Big Data and Internet,China",auto,https://openalex.org/I4210152380,Shenzhen Technology University,education,CN,https://openalex.org/I4210152380,1.000,Shenzhen Technology University,Shenzhen Technology University
"Shenzhen Technology University,College of Big Data and Internet,Shenzhen,China",auto,https://openalex.org/I4210152380,Shenzhen Technology University,education,CN,https://openalex.org/I4210152380,1.000,Shenzhen Technology University,Shenzhen Technology University
"Shenzhen Technology University,School of Artificial Intelligence,Shenzhen,China",auto,https://openalex.org/I4210152380,Shenzhen Technology University,education,CN,https://openalex.org/I4210152380,1.000,Shenzhen Technology University,Shenzhen Technology University
"Shenzhen Technology University,Shenzhen Academy of Robotics,Shenzhen,Guangdong,China,230031",auto,https://openalex.org/I4210104064,Shenzhen Academy of Robotics,facility,CN,https://openalex.org/I4210104064,1.000,Shenzhen Academy of Robotics,Shenzhen Academy of Robotics
"Shenzhen Technology University,Shenzhen,China",auto,https://openalex.org/I4210152380,Shenzhen Technology University,education,CN,https://openalex.org/I4210152380,1.000,Shenzhen Technology University,Shenzhen Technology University
"Shenzhen Technology University,Sino-German College of Intelligent Manufacturing,China",auto,https://openalex.org/I4210152380,Shenzhen Technology University,education,CN,https://openalex.org/I4210152380,1.000,Shenzhen Technology University,Shenzhen Technology University
"Shenzhen Transsion Holdings Co., Ltd,China",manual,,,company,CN,https://openalex.org/I2801045807,0.765,Shenzhen Transsion Holdings,Shenzhen Transsion Holdings
"Shenzhen Transsion Holdings Co., Ltd,Shanghai Branch,China",manual,,,company,CN,https://openalex.org/I2801045807,0.765,Shenzhen Transsion Holdings,Shenzhen Transsion Holdings
"Shenzhen Transsion Holdings Co., Ltd.",manual,,,company,CN,https://openalex.org/I2801045807,0.765,Shenzhen Transsion Holdings,Shenzhen Transsion Holdings
Shenzhen Ubiquitous Data Enabling Key Lab,unmatched,,,,,,0.612,Shenzhen Ubiquitous Data Enabling Key Lab,Shenzhen Ubiquitous Data Enabling Key Lab
Shenzhen Univ.,auto,https://openalex.org/I180726961,Shenzhen University,education,CN,https://openalex.org/I180726961,0.884,Shenzhen Univ,Shenzhen Univ
"Shenzhen Univeristy,School of EIE",auto,https://openalex.org/I180726961,Shenzhen University,education,CN,https://openalex.org/I180726961,0.915,Shenzhen Univeristy,Shenzhen Univeristy
Shenzhen University,auto,https://openalex.org/I180726961,Shenzhen University,education,CN,https://openalex.org/I180726961,1.000,Shenzhen University,Shenzhen University
Shenzhen University General Hospital,auto,https://openalex.org/I4210128628,Peking University Shenzhen Hospital,healthcare,CN,https://openalex.org/I4210128628,0.917,Shenzhen University General Hospital,Shenzhen University General Hospital
Shenzhen University of Advanced Technology,auto,https://openalex.org/I4210152380,Shenzhen Technology University,education,CN,https://openalex.org/I4210152380,0.942,Shenzhen University of Advanced Technology,Shenzhen University of Advanced Technology
"Shenzhen University of Advanced Technology, Shenzhen, China",auto,https://openalex.org/I4210152380,Shenzhen Technology University,education,CN,https://openalex.org/I4210152380,0.942,Shenzhen University of Advanced Technology,Shenzhen University of Advanced Technology
"Shenzhen University of Advanced Technology,Artificial Intelligence Research Institute,China",auto,https://openalex.org/I4210131846,Artificial Intelligence Research Institute,facility,ES,https://openalex.org/I134820265|https://openalex.org/I4210131846,1.000,Artificial Intelligence Research Institute,Artificial Intelligence Research Institute
"Shenzhen University of Advanced Technology,China",auto,https://openalex.org/I4210152380,Shenzhen Technology University,education,CN,https://openalex.org/I4210152380,0.942,Shenzhen University of Advanced Technology,Shenzhen University of Advanced Technology
"Shenzhen University of Advanced Technology,Shenzhen Institutes of Advanced Technology, CAS",auto,https://openalex.org/I4210145761,Shenzhen Institutes of Advanced Technology,facility,CN,https://openalex.org/I19820366|https://openalex.org/I4210145761,1.000,Shenzhen Institutes of Advanced Technology,Shenzhen Institutes of Advanced Technology
"Shenzhen University of Information Technology,China",auto,https://openalex.org/I4210152380,Shenzhen Technology University,education,CN,https://openalex.org/I4210152380,0.931,Shenzhen University of Information Technology,Shenzhen University of Information Technology
"Shenzhen University, National-Regional Key Technology Engineering Laboratory for Medical Ultrasound,School of Biomedical Engineering, Guangdong Key Laboratory for Biomedical Measurements and Ultrasound Imaging,Shenzhen,China",auto,https://openalex.org/I180726961,Shenzhen University,education,CN,https://openalex.org/I180726961,1.000,Shenzhen University,Shenzhen University
"Shenzhen University, ShenZhen, China",auto,https://openalex.org/I180726961,Shenzhen University,education,CN,https://openalex.org/I180726961,1.000,Shenzhen University,Shenzhen University
"Shenzhen University, Shenzhen, China",auto,https://openalex.org/I180726961,Shenzhen University,education,CN,https://openalex.org/I180726961,1.000,Shenzhen University,Shenzhen University
"Shenzhen University, Shenzhen, Guangdong Province, China",auto,https://openalex.org/I180726961,Shenzhen University,education,CN,https://openalex.org/I180726961,1.000,Shenzhen University,Shenzhen University
"Shenzhen University, Shenzhen, Guangdong, China",auto,https://openalex.org/I180726961,Shenzhen University,education,CN,https://openalex.org/I180726961,1.000,Shenzhen University,Shenzhen University
"Shenzhen University, Shenzhen, Gunagdong, China",auto,https://openalex.org/I180726961,Shenzhen University,education,CN,https://openalex.org/I180726961,1.000,Shenzhen University,Shenzhen University
"Shenzhen University,Artificial Intelligence,Shenzhen,China",auto,https://openalex.org/I180726961,Shenzhen University,education,CN,https://openalex.org/I180726961,1.000,Shenzhen University,Shenzhen University
"Shenzhen University,CEIE,Shenzhen,China,518060",auto,https://openalex.org/I180726961,Shenzhen University,education,CN,https://openalex.org/I180726961,1.000,Shenzhen University,Shenzhen University
"Shenzhen University,CSSE",auto,https://openalex.org/I180726961,Shenzhen University,education,CN,https://openalex.org/I180726961,1.000,Shenzhen University,Shenzhen University
"Shenzhen University,China",auto,https://openalex.org/I180726961,Shenzhen University,education,CN,https://openalex.org/I180726961,1.000,Shenzhen University,Shenzhen University
"Shenzhen University,College of Applied Science,Shenzhen,China",auto,https://openalex.org/I180726961,Shenzhen University,education,CN,https://openalex.org/I180726961,1.000,Shenzhen University,Shenzhen University
"Shenzhen University,College of Comput. Sci. Softw. Eng.,China",auto,https://openalex.org/I180726961,Shenzhen University,education,CN,https://openalex.org/I180726961,1.000,Shenzhen University,Shenzhen University
"Shenzhen University,College of Computer Science & Software Engineering",auto,https://openalex.org/I180726961,Shenzhen University,education,CN,https://openalex.org/I180726961,1.000,Shenzhen University,Shenzhen University
"Shenzhen University,College of Computer Science & Software Engineering,Shenzhen,China",auto,https://openalex.org/I180726961,Shenzhen University,education,CN,https://openalex.org/I180726961,1.000,Shenzhen University,Shenzhen University
"Shenzhen University,College of Computer Science & Software Engineering,Shenzhen,China,518060",auto,https://openalex.org/I180726961,Shenzhen University,education,CN,https://openalex.org/I180726961,1.000,Shenzhen University,Shenzhen University
"Shenzhen University,College of Computer Science and Software Engineering",auto,https://openalex.org/I180726961,Shenzhen University,education,CN,https://openalex.org/I180726961,1.000,Shenzhen University,Shenzhen University
"Shenzhen University,College of Computer Science and Software Engineering and Guangdong Laboratory of Artificial Intelligence and Digital Economy (SZ),Shenzhen,China",auto,https://openalex.org/I180726961,Shenzhen University,education,CN,https://openalex.org/I180726961,1.000,Shenzhen University,Shenzhen University
"Shenzhen University,College of Computer Science and Software Engineering and Guangdong Laboratory of Artificial, Intelligence and Digital Economy (SZ),Shenzhen,China",auto,https://openalex.org/I180726961,Shenzhen University,education,CN,https://openalex.org/I180726961,1.000,Shenzhen University,Shenzhen University
"Shenzhen University,College of Computer Science and Software Engineering,China",auto,https://openalex.org/I180726961,Shenzhen University,education,CN,https://openalex.org/I180726961,1.000,Shenzhen University,Shenzhen University
"Shenzhen University,College of Computer Science and Software Engineering,Guangdong,China",auto,https://openalex.org/I180726961,Shenzhen University,education,CN,https://openalex.org/I180726961,1.000,Shenzhen University,Shenzhen University
"Shenzhen University,College of Computer Science and Software Engineering,Shenzhen,China",auto,https://openalex.org/I180726961,Shenzhen University,education,CN,https://openalex.org/I180726961,1.000,Shenzhen University,Shenzhen University
"Shenzhen University,College of Computer Science and Software Engineering,Shenzhen,China,518060",auto,https://openalex.org/I180726961,Shenzhen University,education,CN,https://openalex.org/I180726961,1.000,Shenzhen University,Shenzhen University
"Shenzhen University,College of Economics,China",auto,https://openalex.org/I180726961,Shenzhen University,education,CN,https://openalex.org/I180726961,1.000,Shenzhen University,Shenzhen University
"Shenzhen University,College of Electronic and Information Engineering",auto,https://openalex.org/I180726961,Shenzhen University,education,CN,https://openalex.org/I180726961,1.000,Shenzhen University,Shenzhen University
"Shenzhen University,College of Electronic and Information Engineering,Shenzhen,China",auto,https://openalex.org/I180726961,Shenzhen University,education,CN,https://openalex.org/I180726961,1.000,Shenzhen University,Shenzhen University
"Shenzhen University,College of Electronics and Information Engineering,China",auto,https://openalex.org/I180726961,Shenzhen University,education,CN,https://openalex.org/I180726961,1.000,Shenzhen University,Shenzhen University
"Shenzhen University,College of Electronics and Information Engineering,Shenzhen,China",auto,https://openalex.org/I180726961,Shenzhen University,education,CN,https://openalex.org/I180726961,1.000,Shenzhen University,Shenzhen University
"Shenzhen University,College of Electronics and Information Engineering,Shenzhen,China,518060",auto,https://openalex.org/I180726961,Shenzhen University,education,CN,https://openalex.org/I180726961,1.000,Shenzhen University,Shenzhen University
