raw_affiliation,status,institution_id,institution_name,institution_type,country_code,lineage,score,matched_via,candidate
"Australian Nat. Univ., Canberra, ACT, Australia",auto,https://openalex.org/I4210127731,Canberra (United Kingdom),company,GB,https://openalex.org/I4210127731,0.915,Canberra,Canberra
"Australian National Fabrication Facility, UNSW, Sydney, NSW, Australia",auto,https://openalex.org/I2802567672,Australian National Fabrication Facility,facility,AU,https://openalex.org/I2802567672,1.000,Australian National Fabrication Facility,Australian National Fabrication Facility
Australian National Univ.,auto,https://openalex.org/I118347636,Australian National University,education,AU,https://openalex.org/I118347636,0.875,Australian National Univ,Australian National Univ
Australian National Univ. (ANU),auto,https://openalex.org/I4210165634,Africa Nazarene University,education,KE,https://openalex.org/I4210165634,1.000,ANU,ANU
"Australian National Univ., Australia",auto,https://openalex.org/I118347636,Australian National University,education,AU,https://openalex.org/I118347636,0.875,Australian National Univ,Australian National Univ
Australian National University,auto,https://openalex.org/I118347636,Australian National University,education,AU,https://openalex.org/I118347636,1.000,Australian National University,Australian National University
"Australian National University (ANU), Acton,School of Engineering,ACT,Australia,2601",auto,https://openalex.org/I4210165634,Africa Nazarene University,education,KE,https://openalex.org/I4210165634,1.000,ANU,ANU
"Australian National University and Motovis Australia Pty Ltd,Research School of Engineering",auto,https://openalex.org/I118347636,Australian National University,education,AU,https://openalex.org/I118347636,1.000,Australian National University,Australian National University
"Australian National University, Acton,School of Engineering, College of Engineering, Computing and Cybernetics,Canberra,ACT,Australia,2601",auto,https://openalex.org/I2802505300,École Supérieure d'Ingénieurs en Génie Électrique,education,FR,https://openalex.org/I2802505300,0.894,"School of Engineering, College of Engineering","School of Engineering, College of Engineering"
"Australian National University, Australia",auto,https://openalex.org/I118347636,Australian National University,education,AU,https://openalex.org/I118347636,1.000,Australian National University,Australian National University
"Australian National University, Canberra, Australia",auto,https://openalex.org/I118347636,Australian National University,education,AU,https://openalex.org/I118347636,1.000,Australian National University,Australian National University
"Australian National University,Audio & Acoustic Signal Processing Group",auto,https://openalex.org/I118347636,Australian National University,education,AU,https://openalex.org/I118347636,1.000,Australian National University,Australian National University
"Australian National University,Audio & Acoustic Signal Processing Group,Australia",auto,https://openalex.org/I118347636,Australian National University,education,AU,https://openalex.org/I118347636,1.000,Australian National University,Australian National University
"Australian National University,Audio and Acoustic Signal Processing Group,Australia",auto,https://openalex.org/I118347636,Australian National University,education,AU,https://openalex.org/I118347636,1.000,Australian National University,Australian National University
"Australian National University,Audio and Acoustic Signal Processing Group,Canberra,Australia",auto,https://openalex.org/I118347636,Australian National University,education,AU,https://openalex.org/I118347636,1.000,Australian National University,Australian National University
"Australian National University,Australia",auto,https://openalex.org/I118347636,Australian National University,education,AU,https://openalex.org/I118347636,1.000,Australian National University,Australian National University
"Australian National University,Australian Centre for Robotic Vision",auto,https://openalex.org/I118347636,Australian National University,education,AU,https://openalex.org/I118347636,1.000,Australian National University,Australian National University
"Australian National University,Canberra,Australia",auto,https://openalex.org/I118347636,Australian National University,education,AU,https://openalex.org/I118347636,1.000,Australian National University,Australian National University
"Australian National University,College of Engineering and Computer Science,Canberra",auto,https://openalex.org/I118347636,Australian National University,education,AU,https://openalex.org/I118347636,1.000,Australian National University,Australian National University
"Australian National University,College of Engineering and Computer Science,Canberra,ACT,Australia",auto,https://openalex.org/I118347636,Australian National University,education,AU,https://openalex.org/I118347636,1.000,Australian National University,Australian National University
"Australian National University,College of Engineering and Computer Science,Canberra,Australia",auto,https://openalex.org/I118347636,Australian National University,education,AU,https://openalex.org/I118347636,1.000,Australian National University,Australian National University
"Australian National University,Research School of Electrical, Energy and Materials Engineering, College of Engineering and Computer Science,Australia,2601",auto,https://openalex.org/I118347636,Australian National University,education,AU,https://openalex.org/I118347636,1.000,Australian National University,Australian National University
"Australian National University,Research School of Electrical, Energy and Materials Engineering,Australia",auto,https://openalex.org/I118347636,Australian National University,education,AU,https://openalex.org/I118347636,1.000,Australian National University,Australian National University
"Australian National University,Research School of Engineering,Canberra,Australia,0200",auto,https://openalex.org/I118347636,Australian National University,education,AU,https://openalex.org/I118347636,1.000,Australian National University,Australian National University
"Australian National University,School of Computing,Canberra,Australia",auto,https://openalex.org/I118347636,Australian National University,education,AU,https://openalex.org/I118347636,1.000,Australian National University,Australian National University
"Australian National University,School of Engineering, College of Engineering and Computer Science,Australia",auto,https://openalex.org/I118347636,Australian National University,education,AU,https://openalex.org/I118347636,1.000,Australian National University,Australian National University
"Australian National University,School of Engineering, College of Engineering and Computer Science,Canberra, Acton, ACT,Australia,2601",auto,https://openalex.org/I118347636,Australian National University,education,AU,https://openalex.org/I118347636,1.000,Australian National University,Australian National University
"Australian National University,School of Engineering,ACT,Australia,2601",auto,https://openalex.org/I118347636,Australian National University,education,AU,https://openalex.org/I118347636,1.000,Australian National University,Australian National University
"Australian National University,School of Engineering,Acton,ACT,Australia,2601",auto,https://openalex.org/I118347636,Australian National University,education,AU,https://openalex.org/I118347636,1.000,Australian National University,Australian National University
"Australian National University,School of Engineering,Canberra,Australia",auto,https://openalex.org/I118347636,Australian National University,education,AU,https://openalex.org/I118347636,1.000,Australian National University,Australian National University
"Australian National University,System Theory and Robotics Lab,Australia",auto,https://openalex.org/I118347636,Australian National University,education,AU,https://openalex.org/I118347636,1.000,Australian National University,Australian National University
"Australian National University,System Theory and Robotics Lab,Canberra,Australia",auto,https://openalex.org/I118347636,Australian National University,education,AU,https://openalex.org/I118347636,1.000,Australian National University,Australian National University
"Australian National University,Systems Theory and Robotics",auto,https://openalex.org/I118347636,Australian National University,education,AU,https://openalex.org/I118347636,1.000,Australian National University,Australian National University
"Australian National University,Systems Theory and Robotics Group, School of Engineering,Australia",auto,https://openalex.org/I118347636,Australian National University,education,AU,https://openalex.org/I118347636,1.000,Australian National University,Australian National University
"Australian National University,Systems Theory and Robotics Group,Australia",auto,https://openalex.org/I118347636,Australian National University,education,AU,https://openalex.org/I118347636,1.000,Australian National University,Australian National University
Australian National University; ACRV,manual,https://openalex.org/I118347636,Australian National University,education,AU,https://openalex.org/I118347636,0.781,Australian National University; ACRV,Australian National University; ACRV
Australian National University; ACRV; Data61,manual,https://openalex.org/I118347636,Australian National University,education,AU,https://openalex.org/I118347636,0.732,Australian National University; ACRV; Data61,Australian National University; ACRV; Data61
Australian National University; Data61,manual,https://openalex.org/I118347636,Australian National University,education,AU,https://openalex.org/I118347636,0.807,Australian National University; Data61,Australian National University; Data61
Australian Research Council Centre of Excellence for Gravitational Wave Discovery,manual,https://openalex.org/I4210126807,ARC Centre of Excellence for Gravitational Wave Discovery,facility,AU,https://openalex.org/I4210126807,0.801,Australian Research Council Centre of Excellence for Gravitational Wave Discovery,Australian Research Council Centre of Excellence for Gravitational Wave Discovery
Austrian Academy of Sciences,auto,https://openalex.org/I138211613,Austrian Academy of Sciences,government,AT,https://openalex.org/I138211613,1.000,Austrian Academy of Sciences,Austrian Academy of Sciences
"Austrian Academy of Sciences,Acoustics Research Institute,Vienna,Austria,1040",auto,https://openalex.org/I138211613,Austrian Academy of Sciences,government,AT,https://openalex.org/I138211613,1.000,Austrian Academy of Sciences,Austrian Academy of Sciences
"Austrian Institute of Technology Vienna,Austria",auto,https://openalex.org/I132118926,Austrian Institute of Technology,facility,AT,https://openalex.org/I132118926,0.948,Austrian Institute of Technology Vienna,Austrian Institute of Technology Vienna
"Austrian Institute of Technology, AIT,Austria",auto,https://openalex.org/I132118926,Austrian Institute of Technology,facility,AT,https://openalex.org/I132118926,1.000,Austrian Institute of Technology,Austrian Institute of Technology
"Austrian Institute of Technology, Biosensor Technologies, Vienna, Austria",auto,https://openalex.org/I132118926,Austrian Institute of Technology,facility,AT,https://openalex.org/I132118926,1.000,Austrian Institute of Technology,Austrian Institute of Technology
"Austrian Institute of Technology, Center for Digital Safety and Security, Vienna, Austria",auto,https://openalex.org/I132118926,Austrian Institute of Technology,facility,AT,https://openalex.org/I132118926,1.000,Austrian Institute of Technology,Austrian Institute of Technology
Autel Robotics,unmatched,,,,,,0.580,Autel Robotics,Autel Robotics
"Auto Elect B.V.,The Netherlands",unmatched,,,,,,0.501,Auto Elect,Auto Elect
AutoAgents.ai,unmatched,,,,,,0.596,AutoAgents.ai,AutoAgents.ai
Autodesk Research,auto,https://openalex.org/I1286353243,Autodesk (United States),company,US,https://openalex.org/I1286353243,0.881,Autodesk Research,Autodesk Research
"Autodesk Research,USA",auto,https://openalex.org/I1286353243,Autodesk (United States),company,US,https://openalex.org/I1286353243,0.881,Autodesk Research,Autodesk Research
"Autolab at the University of California,Berkeley,USA",auto,https://openalex.org/I95457486,"University of California, Berkeley",education,US,https://openalex.org/I95457486,0.935,Berkeley,Berkeley
"Autoliv,Sweden",manual,https://openalex.org/I109556086,Autoliv (Sweden),company,SE,https://openalex.org/I109556086,0.795,Autoliv,Autoliv
"Autom. Control Lab., ETH Zurich, Zurich, Switzerland",auto,https://openalex.org/I35440088,ETH Zurich,education,CH,https://openalex.org/I2799323385|https://openalex.org/I35440088,1.000,ETH Zurich,ETH Zurich
"Automated Driving, QT Technologies Ireland Limited",manual,https://openalex.org/I4210087596,Qualcomm (United States),company,US,https://openalex.org/I4210162143,0.723,QT Technologies Ireland,QT Technologies Ireland
"Automated Driving, Qualcomm Technologies, Inc.",manual,https://openalex.org/I4210087596,Qualcomm (United States),company,US,https://openalex.org/I4210087596,0.848,Qualcomm Technologies,Qualcomm Technologies
"Automated Driving,Bosch",auto,https://openalex.org/I4210151956,Robert Bosch (India),company,IN,https://openalex.org/I4210151956|https://openalex.org/I889804353,1.000,Bosch,Bosch
"Automatic Control LTH, Lund University,Lund,Sweden,SE-221 00",auto,https://openalex.org/I187531555,Lund University,education,SE,https://openalex.org/I187531555,1.000,Lund University,Lund University
"Automatic Control Lab (IfA) at ETH Zürich,Switzerland",auto,https://openalex.org/I4210090218,International Federation on Ageing,nonprofit,CA,https://openalex.org/I4210090218,1.000,IfA,IfA
"Automatic Control Lab, EPFL,Lausanne,Switzerland,CH-1015",auto,https://openalex.org/I5124864,École Polytechnique Fédérale de Lausanne,education,CH,https://openalex.org/I2799323385|https://openalex.org/I5124864,1.000,EPFL,EPFL
"Automatic Control Lab,EPFL,Switzerland",auto,https://openalex.org/I5124864,École Polytechnique Fédérale de Lausanne,education,CH,https://openalex.org/I2799323385|https://openalex.org/I5124864,1.000,EPFL,EPFL
"Automatic Control Laboratory (IfA) and NCCR Automation,Department of Information Technology and Electrical Engineering (D-ITET), ETH Zürich, Physikstrasse 3,Zürich,Switzerland,8092",auto,https://openalex.org/I4210090218,International Federation on Ageing,nonprofit,CA,https://openalex.org/I4210090218,1.000,IfA,IfA
"Automatic Control Laboratory (IfA), ETH Zürich, Physikstrasse 3,Zürich,Switzerland,8092",auto,https://openalex.org/I4210090218,International Federation on Ageing,nonprofit,CA,https://openalex.org/I4210090218,1.000,IfA,IfA
"Automatic Control Laboratory ETH,Zurich,Switzerland",auto,https://openalex.org/I35440088,ETH Zurich,education,CH,https://openalex.org/I2799323385|https://openalex.org/I35440088,0.852,Zurich,Zurich
"Automatic Control Laboratory ETH,Zürich",auto,https://openalex.org/I35440088,ETH Zurich,education,CH,https://openalex.org/I2799323385|https://openalex.org/I35440088,0.852,Zürich,Zürich
"Automatic Control Laboratory, EPFL,Switzerland",auto,https://openalex.org/I5124864,École Polytechnique Fédérale de Lausanne,education,CH,https://openalex.org/I2799323385|https://openalex.org/I5124864,1.000,EPFL,EPFL
"Automatic Control Laboratory, ETH,Zürich,Switzerland",auto,https://openalex.org/I4210116740,Laboratoire d'Informatique et d'Automatique pour les Systèmes,facility,FR,https://openalex.org/I32881790|https://openalex.org/I4210116740,0.856,Automatic Control Laboratory,Automatic Control Laboratory
"Automatic Control Laboratory,Department of Information Technology and Electrical Engineering, ETH Zürich,Zürich,Switzerland,8092",auto,https://openalex.org/I35440088,ETH Zurich,education,CH,https://openalex.org/I2799323385|https://openalex.org/I35440088,1.000,ETH Zürich,ETH Zürich
"Automatic control and system Engineering Department, University of Sheffield, Sheffield, United Kingdom",auto,https://openalex.org/I91136226,University of Sheffield,education,GB,https://openalex.org/I91136226,1.000,University of Sheffield,University of Sheffield
"Automatic control laboratory ETH,Zürich,Switzerland",auto,https://openalex.org/I35440088,ETH Zurich,education,CH,https://openalex.org/I2799323385|https://openalex.org/I35440088,0.852,Zürich,Zürich
"Automatica e Gestionale A. Ruberti (Università Degli Studi di Roma La Sapienza),Dipartimento di Ingegneria Informatica,Rome,Italy,00185",auto,https://openalex.org/I861853513,Sapienza University of Rome,education,IT,https://openalex.org/I861853513,0.966,Università Degli Studi di Roma La Sapienza,Università Degli Studi di Roma La Sapienza
"Automatica e Gestionale, Sapienza Università di Roma,Dipartimento di Ingegneria Informatica,Rome,Italy",auto,https://openalex.org/I861853513,Sapienza University of Rome,education,IT,https://openalex.org/I861853513,0.980,Sapienza Università di Roma,Sapienza Università di Roma
"Automation & Control Institute (ACIN), TU Wien",auto,https://openalex.org/I4210152777,Asociación Colombiana de Infectología,other,CO,https://openalex.org/I4210152777,1.000,ACIN,ACIN
"Automation & Control Institute (ACIN), TU Wien,Vienna,Austria",auto,https://openalex.org/I4210152777,Asociación Colombiana de Infectología,other,CO,https://openalex.org/I4210152777,1.000,ACIN,ACIN
"Automation & Control Institute (ACIN), TU Wien,Vienna,Austria,1040",auto,https://openalex.org/I4210152777,Asociación Colombiana de Infectología,other,CO,https://openalex.org/I4210152777,1.000,ACIN,ACIN
"Automation & Control Institute (ACIN),TU Wien,Vienna,Austria,1040",auto,https://openalex.org/I4210152777,Asociación Colombiana de Infectología,other,CO,https://openalex.org/I4210152777,1.000,ACIN,ACIN
"Automation & Control Institute, TU Wien,Austria",auto,https://openalex.org/I145847075,TU Wien,education,AT,https://openalex.org/I145847075,1.000,TU Wien,TU Wien
"Automation & Control Institute. TU Wien.,Austria",manual,https://openalex.org/I145847075,TU Wien,education,AT,https://openalex.org/I4210157642|https://openalex.org/I78650965,0.783,Automation & Control Institute. TU Wien,Automation & Control Institute. TU Wien
Automation Research and Design Institute of Metallurgical Industry,auto,https://openalex.org/I4210115680,Automation Research and Design Institute of Metallurgical Industry (China),company,CN,https://openalex.org/I4210115680,0.966,Automation Research and Design Institute of Metallurgical Industry,Automation Research and Design Institute of Metallurgical Industry
"Automation Systems Research Institute, Seoul National University, Seoul, Korea(Republic of)",auto,https://openalex.org/I139264467,Seoul National University,education,KR,https://openalex.org/I139264467,1.000,Seoul National University,Seoul National University
"Automation and Control Institute (ACIN), TU Wien,Vienna,Austria,1040",auto,https://openalex.org/I4210152777,Asociación Colombiana de Infectología,other,CO,https://openalex.org/I4210152777,1.000,ACIN,ACIN
"Automation and Control Institute, TU Wien,Vienna,Austria",auto,https://openalex.org/I145847075,TU Wien,education,AT,https://openalex.org/I145847075,1.000,TU Wien,TU Wien
"Automation and Control Institute, TU Wien,Vienna,Austria,1040",auto,https://openalex.org/I145847075,TU Wien,education,AT,https://openalex.org/I145847075,1.000,TU Wien,TU Wien
"Automation and Control Institute, TU Wien,Vision for Robotics Laboratory,Vienna,Austria,1040",auto,https://openalex.org/I145847075,TU Wien,education,AT,https://openalex.org/I145847075,1.000,TU Wien,TU Wien
"Automation and Control Institute,Vision for Robotics Laboratory,TU Wien,Austria",auto,https://openalex.org/I145847075,TU Wien,education,AT,https://openalex.org/I145847075,1.000,TU Wien,TU Wien
"Automation and Mechanical Engineering unit at Tampere University,Finland",manual,https://openalex.org/I166825849,Tampere University,education,FI,https://openalex.org/I4210141114,0.773,Automation,Automation
"Automation and System Research Institute(ASRI) and Institute of Advanced Aerospace Technology(IAAT), Seoul National University,Department of Aerospace Engineering,Seoul,South Korea",auto,https://openalex.org/I4210087180,Allegheny-Singer Research Institute,healthcare,US,https://openalex.org/I1310421338|https://openalex.org/I4210087180,1.000,ASRI,ASRI
"Automation and System Research Institute(ASRI), Seoul National University,Seoul,South Korea",auto,https://openalex.org/I4210087180,Allegheny-Singer Research Institute,healthcare,US,https://openalex.org/I1310421338|https://openalex.org/I4210087180,1.000,ASRI,ASRI
"Automation and System Research Institute(ASRI),Department of Aerospace Engineering,Seoul,South Korea",auto,https://openalex.org/I4210087180,Allegheny-Singer Research Institute,healthcare,US,https://openalex.org/I1310421338|https://openalex.org/I4210087180,1.000,ASRI,ASRI
"Automation and Systems Research Institute (ASRI), Institute of Advanced Aerospace Technology (IAAT), Seoul National University,Department of Aerospace Engineering,Seoul,Korea",auto,https://openalex.org/I4210087180,Allegheny-Singer Research Institute,healthcare,US,https://openalex.org/I1310421338|https://openalex.org/I4210087180,1.000,ASRI,ASRI
"Automation and Systems Research Institute (ASRI), Seoul National University,Department of Aerospace Engineering,Seoul,Korea",auto,https://openalex.org/I4210087180,Allegheny-Singer Research Institute,healthcare,US,https://openalex.org/I1310421338|https://openalex.org/I4210087180,1.000,ASRI,ASRI
"Automation and Systems Research Institute (ASRI), Seoul National University,Department of Aerospace Engineering,Seoul,South Korea,08826",auto,https://openalex.org/I4210087180,Allegheny-Singer Research Institute,healthcare,US,https://openalex.org/I1310421338|https://openalex.org/I4210087180,1.000,ASRI,ASRI
"Automotive Division, Infineon Technologies,Munich,Germany",auto,https://openalex.org/I4210144190,Infineon Technologies (United States),company,US,https://openalex.org/I137594350|https://openalex.org/I4210144190,0.936,Infineon Technologies,Infineon Technologies
"Automotive engineering dept., Hanyang University, Seoul, Republic of Korea",auto,https://openalex.org/I4575257,Hanyang University,education,KR,https://openalex.org/I4575257,1.000,Hanyang University,Hanyang University
"Automotive-Computer Convergence Hanyang University,Department of Automotive Engineering,Seoul,South Korea",manual,https://openalex.org/I4575257,Hanyang University,education,KR,https://openalex.org/I139264467,0.813,Seoul,Seoul
"Autonomous Driving Center, Hyundai Motor Company,Seoul,Korea",auto,https://openalex.org/I49946491,Hyundai Motors (South Korea),company,KR,https://openalex.org/I197312522|https://openalex.org/I49946491,0.886,"Hyundai Motor Company, Seoul","Hyundai Motor Company, Seoul"
"Autonomous Driving Development, NIO,Germany",unmatched,,,,,,0.478,Autonomous Driving Development,Autonomous Driving Development
"Autonomous Driving Development,NIO",unmatched,,,,,,0.478,Autonomous Driving Development,Autonomous Driving Development
"Autonomous Driving Group, Shanghai AI Laboratory,China",auto,https://openalex.org/I4391012619,Shanghai Artificial Intelligence Laboratory,facility,,https://openalex.org/I4391012619,1.000,Shanghai AI Laboratory,Shanghai AI Laboratory
"Autonomous Driving Group,Shanghai AI Laboratory,China",auto,https://openalex.org/I4391012619,Shanghai Artificial Intelligence Laboratory,facility,,https://openalex.org/I4391012619,1.000,Shanghai AI Laboratory,Shanghai AI Laboratory
"Autonomous Driving Lab in Scania Group,Sweden",unmatched,,,,,,0.499,Autonomous Driving Lab in Scania Group,Autonomous Driving Lab in Scania Group
"Autonomous Driving Lab, Alibaba Group",auto,https://openalex.org/I45928872,Alibaba Group (China),company,CN,https://openalex.org/I45928872,1.000,Alibaba Group,Alibaba Group
"Autonomous Driving,BMW Group,Munich,Germany",auto,https://openalex.org/I4210156768,BMW Group (Germany),company,DE,https://openalex.org/I4210156768,0.923,BMW Group,BMW Group
"Autonomous Intelligent Systems Group, Computer Science VI, University of Bonn, Germany",auto,https://openalex.org/I135140700,University of Bonn,education,DE,https://openalex.org/I135140700,1.000,University of Bonn,University of Bonn
"Autonomous Robots Lab, NTNU, O.S. Bragstads Plass 2D,Trondheim,Norway,7034",auto,https://openalex.org/I204778367,Norwegian University of Science and Technology,education,NO,https://openalex.org/I204778367,1.000,NTNU,NTNU
"Autonomous Robots Lab, Norwegian University of Science and Technology (NTNU),Trondheim,Norway",auto,https://openalex.org/I204778367,Norwegian University of Science and Technology,education,NO,https://openalex.org/I204778367,1.000,Norwegian University of Science and Technology,Norwegian University of Science and Technology
"Autonomous Robots Lab, Norwegian University of Science and Technology (NTNU),Trondheim,Norway,7034",auto,https://openalex.org/I204778367,Norwegian University of Science and Technology,education,NO,https://openalex.org/I204778367,1.000,Norwegian University of Science and Technology,Norwegian University of Science and Technology
"Autonomous Sensing and Control,Member of Technical Staff,05447",unmatched,,,,,,0.623,Member of Technical Staff,Member of Technical Staff
"Autonomous Space Robotics Lab at the University of Toronto, Ontario, Canada",manual,https://openalex.org/I185261750,University of Toronto,education,CA,https://openalex.org/I4210101045,0.773,Ontario,Ontario
"Autonomous Systems & Robotics, Leonardo Labs,Genoa,Italy",auto,https://openalex.org/I4210098452,Genoa (Brazil),company,BR,https://openalex.org/I4210098452,0.880,Genoa,Genoa
"Autonomous Systems Lab ETH Zurich, Switzerland",unmatched,,,,,,0.643,Autonomous Systems Lab ETH Zurich,Autonomous Systems Lab ETH Zurich
"Autonomous Systems Lab, ETH Zurich,Switzerland",auto,https://openalex.org/I35440088,ETH Zurich,education,CH,https://openalex.org/I2799323385|https://openalex.org/I35440088,1.000,ETH Zurich,ETH Zurich
"Autonomous Systems Lab, ETH Zürich,Zürich,Switzerland,8092",auto,https://openalex.org/I35440088,ETH Zurich,education,CH,https://openalex.org/I2799323385|https://openalex.org/I35440088,1.000,ETH Zürich,ETH Zürich
"Autonomous Systems Lab,ETH Zürich",auto,https://openalex.org/I35440088,ETH Zurich,education,CH,https://openalex.org/I2799323385|https://openalex.org/I35440088,1.000,ETH Zürich,ETH Zürich
"Autonomous Systems Lab,ETH Zürich,Switzerland",auto,https://openalex.org/I35440088,ETH Zurich,education,CH,https://openalex.org/I2799323385|https://openalex.org/I35440088,1.000,ETH Zürich,ETH Zürich
"Autonomous Systems Lab,ETH Zürich,Zürich,Switzerland",auto,https://openalex.org/I35440088,ETH Zurich,education,CH,https://openalex.org/I2799323385|https://openalex.org/I35440088,1.000,ETH Zürich,ETH Zürich
"Autonomous Systems Laboratory,ETH Zurich,Switzerland",auto,https://openalex.org/I35440088,ETH Zurich,education,CH,https://openalex.org/I2799323385|https://openalex.org/I35440088,1.000,ETH Zurich,ETH Zurich
"Autonomous Systems and Connectivity Division, James Watt School of Engineering, University of Glasgow, Glasgow, U.K.",auto,https://openalex.org/I7882870,University of Glasgow,education,GB,https://openalex.org/I7882870,1.000,University of Glasgow,University of Glasgow
"Autonomous Systems and Control, Siemens Technology,Germany",manual,https://openalex.org/I4210137693,Siemens (United States),company,US,https://openalex.org/I1325886976|https://openalex.org/I4210137693,0.820,Siemens Technology,Siemens Technology
"Autonomous Systems at Institute of Computer Technology, TU Wien,Faculty of Electrical Engineering and Information Technology,Austria",auto,https://openalex.org/I145847075,TU Wien,education,AT,https://openalex.org/I145847075,1.000,TU Wien,TU Wien
"Autonomous Systems, Technische Universität Wien (TU Wien),Vienna,Austria",manual,https://openalex.org/I131987676,TU Wien,education,AT,https://openalex.org/I145847075,1.000,TU Wien,TU Wien
"Autonomous Transport Solutions Lab, Scania Group,Södertälje,Sweden,SE-15139",manual,,,company,,https://openalex.org/I4210128105,0.835,Södertälje,Södertälje
Autonomous University of Barcelona,auto,https://openalex.org/I123044942,Universitat Autònoma de Barcelona,education,ES,https://openalex.org/I123044942,1.000,Autonomous University of Barcelona,Autonomous University of Barcelona
"Autonomous University of Barcelona,Institute of Biotechnology and Biomedicine,Spain",auto,https://openalex.org/I123044942,Universitat Autònoma de Barcelona,education,ES,https://openalex.org/I123044942,1.000,Autonomous University of Barcelona,Autonomous University of Barcelona
"Autonomous University of Madrid, and Cognizant,Machine Learning Group,Madrid,Spain",auto,https://openalex.org/I63634437,Universidad Autónoma de Madrid,education,ES,https://openalex.org/I63634437,1.000,Autonomous University of Madrid,Autonomous University of Madrid
"Autonomous University of Queretaro,SPdigital CA-Mecatronica Engineering Faculty,San Juan Del Rio,Mexico",auto,https://openalex.org/I157492648,Autonomous University of Queretaro,education,MX,https://openalex.org/I157492648,1.000,Autonomous University of Queretaro,Autonomous University of Queretaro
"Autonomous University of Queretaro,SPdigital CA-Mecatronica Engineering Faculty,San Juan del Rio,Mexico",auto,https://openalex.org/I157492648,Autonomous University of Queretaro,education,MX,https://openalex.org/I157492648,1.000,Autonomous University of Queretaro,Autonomous University of Queretaro
"Autonomous University of San Luis Potosi,Engineering Department,San Luis,Potosi,Mexico",auto,https://openalex.org/I196664497,Autonomous University of San Luis Potosí,education,MX,https://openalex.org/I196664497,1.000,Autonomous University of San Luis Potosi,Autonomous University of San Luis Potosi
"Autonomous University of San Luis Potosí,Engineering Department,San Luis Potosí,México",auto,https://openalex.org/I196664497,Autonomous University of San Luis Potosí,education,MX,https://openalex.org/I196664497,1.000,Autonomous University of San Luis Potosí,Autonomous University of San Luis Potosí
"Autonomous and Intelligent Robotics Laboratory –AIRLab– at Lehigh University,Bethlehem,PA,USA,18015",manual,https://openalex.org/I186143895,Lehigh University,education,US,https://openalex.org/I200323923|https://openalex.org/I2801953579,0.788,Bethlehem,Bethlehem
"Autosilicon,Daejeon,Korea",manual,,,company,,https://openalex.org/I119522612,0.759,Daejeon,Daejeon
Autowise.AI,unmatched,,,,,,0.629,Autowise.AI,Autowise.AI
"Avalanche Technology,Fremont,CA,United States",unmatched,,,,,,0.637,Fremont,Fremont
"Avast, USA",manual,,,company,,https://openalex.org/I4210087139,0.787,Avast,Avast
Avataar,manual,,,company,,https://openalex.org/I4210103730,0.775,Avataar,Avataar
Aviation University of Air Force,auto,https://openalex.org/I4210104252,Air Force Engineering University,education,CN,https://openalex.org/I4210104252,0.913,Aviation University of Air Force,Aviation University of Air Force
"Avidbots Corp,Kitchener,ON,Canada",manual,,,company,,https://openalex.org/I4210144208,0.734,Avidbots,Avidbots
"Avignon University,LIA,France",auto,https://openalex.org/I198415970,Université d'Avignon et des Pays de Vaucluse,education,FR,https://openalex.org/I198415970,0.980,Avignon University,Avignon University
"Avignon University,LIA-CERI",auto,https://openalex.org/I198415970,Université d'Avignon et des Pays de Vaucluse,education,FR,https://openalex.org/I198415970,0.980,Avignon University,Avignon University
"Avignon Université,LIA,France",auto,https://openalex.org/I198415970,Université d'Avignon et des Pays de Vaucluse,education,FR,https://openalex.org/I198415970,0.956,Avignon Université,Avignon Université
"Avignon Université,Laboratoire Informatique d’ Avignon (LIA),France",auto,https://openalex.org/I4210118654,Long Island Association,nonprofit,US,https://openalex.org/I4210118654,1.000,LIA,LIA
"Avignon Université,Laboratoire Informatique d’Avignon",auto,https://openalex.org/I4210119991,Laboratoire Informatique d'Avignon,facility,FR,https://openalex.org/I198415970|https://openalex.org/I4210119991,0.995,Laboratoire Informatique d’Avignon,Laboratoire Informatique d’Avignon
"Avignon Université,Laboratoire Informatique d’Avignon,Avignon,France",auto,https://openalex.org/I4210119991,Laboratoire Informatique d'Avignon,facility,FR,https://openalex.org/I198415970|https://openalex.org/I4210119991,0.995,Laboratoire Informatique d’Avignon,Laboratoire Informatique d’Avignon
"Avignon Université,Laboratoire Informatique d’Avignon,France",auto,https://openalex.org/I4210119991,Laboratoire Informatique d'Avignon,facility,FR,https://openalex.org/I198415970|https://openalex.org/I4210119991,0.995,Laboratoire Informatique d’Avignon,Laboratoire Informatique d’Avignon
"Avinash Balachandran Toyota Research Institute,Cambridge,USA",auto,https://openalex.org/I241749,University of Cambridge,education,GB,https://openalex.org/I241749,0.929,Cambridge,Cambridge
"Avio S.p.A.,Colleferro,Italy",manual,,,company,,https://openalex.org/I4210158783,0.825,Avio,Avio
Avolution AI,unmatched,,,,,,0.622,Avolution AI,Avolution AI
"Axbryd, Italy / University of Rome Tor Vergata, Italy",auto,https://openalex.org/I116067653,University of Rome Tor Vergata,education,IT,https://openalex.org/I116067653,0.913,Italy / University of Rome Tor Vergata,Italy / University of Rome Tor Vergata
Axelera AI,unmatched,,,,,,0.610,Axelera AI,Axelera AI
"Axelera AI,Eindhoven,The Netherlands",manual,,,company,,https://openalex.org/I83019370,0.713,Eindhoven,Eindhoven
